"l","run","baby","a","this_entropy","this_meandist"
"11","8","300","6","5.46213863136582","3.70687170295459"
"11","8","340","3","5.35163806763494","3.57340720795555"
"11","8","344","9","5.10422966142683","3.705092394027"
"11","8","437","18","5.40330213083875","3.57478977428454"
"11","8","833","18","5.33341227358961","3.60745252441699"
"11","8","857","3","5.32322025218429","3.59113532628051"
"11","9","54","6","5.27466997941769","3.84594199814356"
"11","9","196","9","5.39462832140629","4.28258511700319"
"11","9","204","6","5.2377562146506","4.0670886103513"
"11","9","274","3","4.8312286449099","4.07657549993264"
"11","9","300","6","5.0728515748369","3.955150042599"
"11","9","340","3","5.11113460976639","3.69337712265658"
"11","9","344","9","5.11942066549976","4.08563338161904"
"11","9","437","18","5.27588543791984","4.06437314683977"
"11","9","833","18","5.15830066514992","3.95290821914013"
"11","9","857","3","5.20377900009845","3.95106043952283"
"11","10","54","6","5.21513443901336","3.86669137216597"
"11","10","196","9","5.38073934182308","4.23275790688359"
"11","10","204","6","5.34293230095175","4.10372725244962"
"11","10","274","3","4.97159175471876","3.9324165356845"
"11","10","300","6","5.13630532882109","3.92060966714011"
"11","10","340","3","5.25325603177993","3.77301647212102"
"11","10","344","9","4.98801800594189","4.04888309836534"
"11","10","437","18","5.38417883494369","3.88333047978033"
"11","10","833","18","5.24468321402927","3.945801862346"
"11","10","857","3","5.25646407796912","3.97773351364228"
"12","1","54","6","5.53132860089517","3.30350488829516"
"12","1","196","9","5.43730974105613","3.44753284171393"
"12","1","204","6","5.5456087355317","3.49027451984559"
"12","1","274","3","4.97757010832453","3.31180625890187"
"12","1","300","6","5.27314742357117","3.28268653935272"
"12","1","340","3","5.48308285624532","3.25215043264335"
"12","1","344","9","5.15460418485043","3.22255496183043"
"12","1","437","18","5.3991589685491","3.41631713694659"
"12","1","833","18","5.38960258611144","3.20598412926983"
"12","1","857","3","5.46140463042983","3.33499226039114"
"12","2","54","6","5.56185694597827","3.39981512992746"
"12","2","196","9","5.40029513147218","3.62350711975328"
"12","2","204","6","5.47945851619453","3.55981157589306"
"12","2","274","3","4.88304145070851","3.35619439551283"
"12","2","300","6","5.33912474533997","3.30163152266579"
"12","2","340","3","5.44813618481606","3.29408763904425"
"12","2","344","9","5.04663463291048","3.33079167646957"
"12","2","437","18","5.45499818680041","3.5196871741167"
"12","2","833","18","5.43104656866603","3.28357642222819"
"12","2","857","3","5.36852450736302","3.39631474637217"
"12","3","54","6","5.44449832503778","3.22382199685689"
"12","3","196","9","5.5509188573463","3.4357239968968"
"12","3","204","6","5.50550065440204","3.45028474042444"
"12","3","274","3","5.02957818767197","3.3049295789263"
"12","3","300","6","5.24372464414305","3.14026792725345"
"12","3","340","3","5.36602656897252","3.12065405843103"
"12","3","344","9","5.25976075608257","3.38224437417015"
"12","3","437","18","5.45507038631609","3.47037678971445"
"12","3","833","18","5.37586965005872","3.23449563359433"
"12","3","857","3","5.41562132234011","3.40062414619671"
"12","4","54","6","5.53476553309032","3.38848027298196"
"12","4","196","9","5.5266978240648","3.55634284364329"
"12","4","204","6","5.53841665602958","3.54917973684729"
"12","4","274","3","5.0084155353121","3.21141904328826"
"12","4","300","6","5.40984147324993","3.37939071137874"
"12","4","340","3","5.46556006233987","3.25688688280369"
"12","4","344","9","5.17907281817675","3.67372831410802"
"12","4","437","18","5.43167059313034","3.2426701833312"
"12","4","833","18","5.45228286244766","3.07766597202486"
"12","4","857","3","5.42245041570969","3.36828820306893"
"12","5","54","6","5.25471065511125","3.53397827001739"
"12","5","196","9","5.37684485677047","3.80348729515642"
"12","5","204","6","5.25351915042231","3.77960129585814"
"12","5","274","3","5.14232346203583","3.35787037979189"
"12","5","300","6","5.10496027374894","3.73970280894946"
"12","5","340","3","5.18642653694601","3.39700500775559"
"12","5","344","9","5.00373546845431","3.8662777655974"
"12","5","437","18","5.16973597007057","3.32887483984586"
"12","5","833","18","5.20821601498809","3.13548732722423"
"12","5","857","3","5.25204782509995","3.67297375077429"
"12","6","54","6","5.34953568835311","3.47480769079193"
"12","6","196","9","5.31406437034381","3.85979498951662"
"12","6","204","6","5.39601077828938","3.59382628194075"
"12","6","274","3","5.01592677939437","3.34313254515519"
"12","6","300","6","5.25053531777143","3.49751945005665"
"12","6","340","3","5.22968744678421","3.31620331528921"
"12","6","344","9","5.1384695951877","3.81270717334641"
"12","6","437","18","5.19883286360885","3.36779769372912"
"12","6","833","18","5.27550474891511","3.08799596757345"
"12","6","857","3","5.33047602275199","3.5758764616562"
"12","7","54","6","5.50959369329434","3.37169761028051"
"12","7","196","9","5.48574647144439","3.64858199880805"
"12","7","204","6","5.47081609211204","3.53966386267992"
"12","7","274","3","4.93799556566799","3.06903628309693"
"12","7","300","6","5.27465739044321","3.38016203175898"
"12","7","340","3","5.36644851755869","3.21691302596254"
"12","7","344","9","5.25561504701894","3.79916094158082"
"12","7","437","18","5.39000917831332","3.22197904089187"
"12","7","833","18","5.30446488229907","2.96009262236246"
"12","7","857","3","5.39142726424431","3.3642860265989"
"12","8","54","6","5.57715370264614","3.38241977736341"
"12","8","196","9","5.5529649097969","3.61342591479129"
"12","8","204","6","5.5229505194205","3.62499325008185"
"12","8","274","3","4.89822574946262","3.0148506482302"
"12","8","300","6","5.40210615223388","3.39970183516601"
"12","8","340","3","5.46019740794419","3.26961438264264"
"12","8","344","9","5.30305256104821","3.641711428445"
"12","8","437","18","5.38902052190236","3.20621674248374"
"12","8","833","18","5.47183209357293","3.03735439186249"
"12","8","857","3","5.47613564142755","3.41751982651228"
"12","9","54","6","5.48457962436502","3.50582631499444"
"12","9","196","9","5.45421321763732","3.62299885445992"
"12","9","204","6","5.46810743637847","3.58010172368086"
"12","9","274","3","4.78394758462226","3.27669383371606"
"12","9","300","6","5.38591859325987","3.40524172542449"
"12","9","340","3","5.38539911406842","3.35172019114767"
"12","9","344","9","5.17253599237296","3.67487897241674"
"12","9","437","18","5.31559054658755","3.22891777583122"
"12","9","833","18","5.35484391440633","3.06276327656265"
"12","9","857","3","5.30964531947312","3.31304927938259"
"12","10","54","6","5.51280910662589","3.48184435435738"
"12","10","196","9","5.47487056880103","3.61088045240968"
"12","10","204","6","5.47897263576515","3.59889645673996"
"12","10","274","3","4.93555982249457","3.37360348342077"
"12","10","300","6","5.37089983118302","3.45309286337992"
"12","10","340","3","5.40237136375287","3.42260029927245"
"12","10","344","9","5.1696807709909","3.38159956850215"
"12","10","437","18","5.38684472529415","3.66397035256653"
"12","10","833","18","5.38480533984467","3.34882892236016"
"12","10","857","3","5.40142594125858","3.74582358851122"
