"","jvfs_1_targetChildProminence","lant_2_targetChildProminence","szch_2_targetChildProminence","modal_prominence","clean"
"2503",1,2,1,1,TRUE
"2504",2,2,2,2,FALSE
"2505",2,2,2,2,FALSE
"2506",1,2,2,2,FALSE
"2507",2,2,2,2,FALSE
"2508",3,3,2,3,FALSE
"2509",2,3,2,2,FALSE
"2510",2,2,2,2,FALSE
"2511",2,2,2,2,FALSE
"2512",2,2,1,2,FALSE
"2513",2,2,2,2,FALSE
"2514",1,2,1,1,TRUE
"2515",2,3,2,2,FALSE
"2516",2,2,2,2,FALSE
"2517",2,2,1,2,FALSE
"2518",2,2,2,2,FALSE
"2519",2,3,2,2,FALSE
"2520",5,5,5,5,FALSE
"2521",5,5,5,5,FALSE
"2522",2,2,2,2,FALSE
"2523",4,5,3,3,FALSE
"2524",1,5,1,1,TRUE
"2525",5,5,5,5,FALSE
"2526",2,2,2,2,FALSE
"2527",2,3,2,2,FALSE
"2528",1,2,2,2,FALSE
"2529",2,3,2,2,FALSE
"2530",2,2,2,2,FALSE
"2531",3,3,2,3,FALSE
"2532",4,5,5,5,FALSE
"2533",4,3,2,2,FALSE
"2534",2,2,2,2,FALSE
"2535",2,2,2,2,FALSE
"2536",1,2,1,1,TRUE
"2537",2,3,2,2,FALSE
"2538",2,3,2,2,FALSE
"2539",3,2,2,2,FALSE
"2540",4,4,4,4,FALSE
