"","jvfs_2_targetChildProminence","lant_2_targetChildProminence","szch_2_targetChildProminence","modal_prominence","clean","recording","startSecond","endSecond"
"386",2,2,1,2,FALSE,"0344_000913.wav",27573.23,27573.86
"387",1,2,1,1,TRUE,"0344_000913.wav",27575.05,27576.3
"388",4,4,4,4,FALSE,"0344_000913.wav",27577.1,27578.13
"389",2,2,1,2,FALSE,"0344_000913.wav",27578.13,27582.31
"390",1,2,1,1,TRUE,"0344_000913.wav",27583.11,27583.91
"391",1,2,1,1,TRUE,"0344_000913.wav",27586.55,27587.26
"392",1,2,1,1,TRUE,"0344_000913.wav",27588.14,27588.74
"393",1,2,1,1,TRUE,"0344_000913.wav",27589.54,27590.34
"394",1,2,1,1,TRUE,"0344_000913.wav",27591.39,27592.85
"395",2,2,2,2,FALSE,"0344_000913.wav",27595.71,27596.5
"396",1,2,1,1,TRUE,"0344_000913.wav",27599.46,27600.07
"397",2,2,2,2,FALSE,"0344_000913.wav",27600.07,27600.87
"398",2,2,1,2,FALSE,"0344_000913.wav",27602.67,27603.3
"399",2,2,2,2,FALSE,"0344_000913.wav",27605.1,27605.72
"400",2,3,2,2,FALSE,"0344_000913.wav",27637.98,27638.58
"401",3,3,2,3,FALSE,"0344_000913.wav",27788.87,27789.49
"402",3,3,2,3,FALSE,"0344_000913.wav",27845.42,27846.26
"403",2,4,2,2,FALSE,"0344_000913.wav",27852.07,27852.68
"404",1,2,1,1,TRUE,"0344_000913.wav",27871.88,27872.9
"405",2,2,2,2,FALSE,"0344_000913.wav",27904,27904.82
"406",3,3,2,3,FALSE,"0344_000913.wav",27923.65,27924.26
"407",1,3,1,1,TRUE,"0344_000913.wav",28079.68,28080.28
"408",5,5,5,5,FALSE,"0344_000913.wav",28201.29,28201.89
"409",3,3,2,3,FALSE,"0344_000913.wav",28458.8,28459.96
"410",3,3,2,3,FALSE,"0344_000913.wav",28780.77,28783.08
"411",5,5,5,5,FALSE,"0344_000913.wav",28784.88,28786.16
"412",1,2,2,2,FALSE,"0344_000913.wav",28787.19,28787.79
"413",1,2,1,1,TRUE,"0344_000913.wav",28841.81,28842.46
"414",2,2,2,2,FALSE,"0344_000913.wav",28843.34,28844.31
"415",1,2,1,1,TRUE,"0344_000913.wav",28844.31,28845.56
"416",2,2,2,2,FALSE,"0344_000913.wav",29021.61,29022.27
"417",1,2,1,1,TRUE,"0344_000913.wav",29023.27,29024.02
"418",1,2,1,1,TRUE,"0344_000913.wav",29051.63,29052.26
"419",1,2,1,1,TRUE,"0344_000913.wav",29064.92,29065.72
"420",1,2,1,1,TRUE,"0344_000913.wav",29308.21,29309.02
"421",1,2,1,1,TRUE,"0344_000913.wav",29383.72,29384.32
"422",1,2,1,1,TRUE,"0344_000913.wav",29385.12,29385.9
"423",1,2,1,1,TRUE,"0344_000913.wav",29387.58,29388.34
"424",1,3,1,1,TRUE,"0344_000913.wav",29392.29,29392.89
"425",1,2,1,1,TRUE,"0344_000913.wav",29491.38,29492.2
"426",2,3,2,2,FALSE,"0344_000913.wav",29500.64,29501.45
"427",1,2,1,1,TRUE,"0344_000913.wav",29527.63,29528.69
"428",1,2,1,1,TRUE,"0344_000913.wav",29836.84,29838.28
"429",2,2,1,2,FALSE,"0344_000913.wav",29838.28,29839.28
"430",2,2,1,2,FALSE,"0344_000913.wav",29840.37,29841.17
"431",2,3,2,2,FALSE,"0344_000913.wav",29871.4,29872.28
"432",2,2,1,2,FALSE,"0344_000913.wav",29894.54,29895.15
"433",1,3,1,1,TRUE,"0344_000913.wav",30042.66,30043.26
"434",1,2,1,1,TRUE,"0344_000913.wav",33807.08,33807.69
"435",5,5,5,5,FALSE,"0344_000913.wav",34127.54,34128.43
"436",5,5,5,5,FALSE,"0344_000913.wav",34142.75,34143.95
"437",5,5,5,5,FALSE,"0344_000913.wav",34148.11,34150.21
"438",2,3,2,2,FALSE,"0344_000913.wav",34203.97,34204.75
"439",1,3,2,1,TRUE,"0344_000913.wav",34231.24,34231.84
"440",1,2,1,1,TRUE,"0344_000913.wav",34346.75,34347.37
"441",5,5,5,5,FALSE,"0344_000913.wav",34368.47,34369.14
"442",5,5,5,5,FALSE,"0344_000913.wav",34374.64,34377.11
"443",5,5,5,5,FALSE,"0344_000913.wav",34378.26,34378.98
"444",1,2,1,1,TRUE,"0344_000913.wav",34411.72,34412.46
"445",1,3,2,1,TRUE,"0344_000913.wav",34413.26,34413.86
"446",2,2,2,2,FALSE,"0344_000913.wav",34416.49,34419.58
"447",2,3,2,2,FALSE,"0344_000913.wav",34422.81,34423.93
"448",2,2,1,2,FALSE,"0344_000913.wav",34424.74,34425.34
"449",1,2,1,1,TRUE,"0344_000913.wav",34426.15,34427.09
"450",2,4,2,2,FALSE,"0344_000913.wav",34432.91,34433.51
"451",5,5,5,5,FALSE,"0344_000913.wav",34447.83,34448.43
"452",1,3,1,1,TRUE,"0344_000913.wav",34477.38,34477.98
"453",1,2,1,1,TRUE,"0344_000913.wav",34478.78,34480.76
"454",1,2,1,1,TRUE,"0344_000913.wav",34481.56,34483.61
"455",5,5,5,5,FALSE,"0344_000913.wav",34486.33,34487.13
"456",5,5,5,5,FALSE,"0344_000913.wav",34487.13,34488
"457",2,3,2,2,FALSE,"0344_000913.wav",34490.01,34490.88
"458",2,3,2,2,FALSE,"0344_000913.wav",34492.59,34495.58
"459",2,2,1,2,FALSE,"0344_000913.wav",34496.38,34497.01
"460",1,2,1,1,TRUE,"0344_000913.wav",34525.24,34526.8
"461",1,2,1,1,TRUE,"0344_000913.wav",34544.48,34545.52
"462",1,2,1,1,TRUE,"0344_000913.wav",34558.02,34559.23
"463",1,2,1,1,TRUE,"0344_000913.wav",34560.43,34561.55
"464",2,3,2,2,FALSE,"0344_000913.wav",34572,34572.8
"465",2,3,2,2,FALSE,"0344_000913.wav",34584.62,34586.87
"466",5,5,2,5,FALSE,"0344_000913.wav",34688.04,34689.47
"467",5,5,5,5,FALSE,"0344_000913.wav",34697.03,34697.63
"468",2,2,2,2,FALSE,"0344_000913.wav",34708.65,34709.44
"469",5,5,5,5,FALSE,"0344_000913.wav",34712.8,34713.6
"470",4,4,4,4,FALSE,"0344_000913.wav",34854.56,34857.94
"471",1,1,1,1,TRUE,"0344_000913.wav",34878.12,34878.72
"472",1,2,1,1,TRUE,"0344_000913.wav",34879.98,34886.68
"473",1,2,1,1,TRUE,"0344_000913.wav",34894.62,34895.74
"474",4,4,4,4,FALSE,"0344_000913.wav",35209.33,35209.93
"475",5,4,4,4,FALSE,"0344_000913.wav",36146.26,36146.87
"476",5,5,5,5,FALSE,"0344_000913.wav",36148.39,36149.08
"477",5,5,5,5,FALSE,"0344_000913.wav",36160.56,36161.38
"478",5,5,5,5,FALSE,"0344_000913.wav",36161.38,36162.11
"479",5,5,5,5,FALSE,"0344_000913.wav",36180.26,36180.99
"480",5,5,5,5,FALSE,"0344_000913.wav",36184.22,36184.83
"481",5,5,5,5,FALSE,"0344_000913.wav",36184.83,36185.86
"482",2,2,2,2,FALSE,"0344_000913.wav",36199.43,36200.08
"483",2,2,2,2,FALSE,"0344_000913.wav",36200.08,36200.9
"484",2,3,2,2,FALSE,"0344_000913.wav",36200.9,36202.41
"485",5,5,5,5,FALSE,"0344_000913.wav",36225.83,36226.46
"486",3,3,2,3,FALSE,"0344_000913.wav",36227.43,36228.08
"487",3,3,3,3,FALSE,"0344_000913.wav",36232.21,36232.87
"488",1,2,1,1,TRUE,"0344_000913.wav",36234.94,36235.55
"489",5,5,5,5,FALSE,"0344_000913.wav",36251.09,36251.7
"490",2,2,2,2,FALSE,"0344_000913.wav",36259.39,36260.27
"491",2,2,2,2,FALSE,"0344_000913.wav",36261.16,36262.09
"492",5,5,5,5,FALSE,"0344_000913.wav",36275.45,36277.52
"493",3,3,2,3,FALSE,"0344_000913.wav",36288.73,36289.33
"494",2,3,2,2,FALSE,"0344_000913.wav",36290.13,36290.78
"495",5,5,5,5,FALSE,"0344_000913.wav",36308.88,36309.84
"496",3,3,2,3,FALSE,"0344_000913.wav",36336.4,36337
"497",2,2,2,2,FALSE,"0344_000913.wav",36423.04,36423.71
"498",2,2,2,2,FALSE,"0344_000913.wav",36424.51,36425.11
"499",2,3,2,2,FALSE,"0344_000913.wav",36507.68,36508.28
"500",2,2,2,2,FALSE,"0344_000913.wav",36515.72,36516.32
"501",2,2,2,2,FALSE,"0344_000913.wav",36524.04,36525.06
"502",2,3,2,2,FALSE,"0344_000913.wav",36560.93,36562.13
"503",1,2,2,2,FALSE,"0344_000913.wav",36563.62,36564.22
"504",1,2,1,1,TRUE,"0344_000913.wav",36565.02,36565.63
"505",1,2,1,1,TRUE,"0344_000913.wav",36569.3,36570.4
"506",2,2,1,2,FALSE,"0344_000913.wav",36571.27,36572.15
"507",4,3,2,2,FALSE,"0344_000913.wav",36578.14,36579.14
"508",1,2,1,1,TRUE,"0344_000913.wav",36579.97,36580.6
"509",1,2,1,1,TRUE,"0344_000913.wav",36581.7,36582.73
"510",1,2,1,1,TRUE,"0344_000913.wav",36593.96,36594.56
"511",2,3,2,2,FALSE,"0344_000913.wav",36595.99,36596.76
"512",3,3,2,3,FALSE,"0344_000913.wav",36602.58,36603.28
"513",2,3,2,2,FALSE,"0344_000913.wav",36604.19,36604.79
"514",1,2,2,2,FALSE,"0344_000913.wav",36624.68,36625.28
"515",1,2,2,2,FALSE,"0344_000913.wav",36626.6,36627.2
"516",1,2,1,1,TRUE,"0344_000913.wav",36676.13,36676.77
"517",1,2,1,1,TRUE,"0344_000913.wav",36679.26,36680.62
"518",1,2,1,1,TRUE,"0344_000913.wav",36687.38,36688.65
"519",1,2,1,1,TRUE,"0344_000913.wav",36701.61,36702.86
"520",1,2,1,1,TRUE,"0344_000913.wav",36706.65,36707.39
"521",1,2,1,1,TRUE,"0344_000913.wav",36712.82,36713.61
"522",1,2,1,1,TRUE,"0344_000913.wav",36718.98,36719.58
"523",1,2,1,1,TRUE,"0344_000913.wav",36720.38,36720.98
"524",1,2,1,1,TRUE,"0344_000913.wav",36721.95,36723.71
"525",1,2,1,1,TRUE,"0344_000913.wav",36726.99,36727.59
"526",2,2,1,2,FALSE,"0344_000913.wav",36729.72,36730.68
"527",2,3,1,1,TRUE,"0344_000913.wav",36732.06,36732.66
"528",2,2,1,2,FALSE,"0344_000913.wav",36735.85,36736.51
"529",2,3,2,2,FALSE,"0344_000913.wav",36738.01,36739.67
"530",2,2,2,2,FALSE,"0344_000913.wav",36740.56,36742.4
"531",2,2,1,2,FALSE,"0344_000913.wav",36743.86,36744.53
"532",2,2,2,2,FALSE,"0344_000913.wav",36744.53,36745.88
"533",1,2,1,1,TRUE,"0344_000913.wav",36750.59,36751.19
"534",2,2,1,2,FALSE,"0344_000913.wav",36755.46,36756.07
"535",2,2,1,2,FALSE,"0344_000913.wav",36759.11,36759.83
"536",2,2,2,2,FALSE,"0344_000913.wav",36779.69,36780.74
"537",3,2,2,2,FALSE,"0344_000913.wav",36918.9,36919.7
"538",1,2,1,1,TRUE,"0344_000913.wav",36924.05,36925.32
"539",5,5,5,5,FALSE,"0344_000913.wav",36961.41,36962.56
"540",5,5,5,5,FALSE,"0344_000913.wav",36972.82,36973.42
"541",5,5,5,5,FALSE,"0344_000913.wav",36987.18,36988.18
